Created as New Dataset,Sample 007 By FTIR User 2.0 Date Friday, April 12 2024
cm-1,%T
2918.00,94.17
2917.00,94.20
2916.00,94.23
2915.00,94.25
2914.00,94.27
2913.00,94.28
2912.00,94.29
2911.00,94.30
2910.00,94.30
2909.00,94.30
2908.00,94.29
2907.00,94.29
2906.00,94.30
2905.00,94.30
2904.00,94.31
2903.00,94.31
2902.00,94.32
2901.00,94.33
2900.00,94.33
2899.00,94.34
2898.00,94.34
2897.00,94.34
2896.00,94.33
2895.00,94.30
2894.00,94.27
2893.00,94.23
2892.00,94.19
2891.00,94.15
2890.00,94.13
2889.00,94.13
2888.00,94.14
2887.00,94.17
2886.00,94.19
2885.00,94.21
2884.00,94.25
2883.00,94.32
2882.00,94.41
2881.00,94.54
2880.00,94.68
2879.00,94.81
2878.00,94.94
2877.00,95.06
2876.00,95.16
2875.00,95.25
2874.00,95.34
2873.00,95.41
2872.00,95.48
2871.00,95.55
2870.00,95.63
2869.00,95.70
2868.00,95.78
2867.00,95.86
2866.00,95.93
2865.00,96.01
2864.00,96.08
2863.00,96.15
2862.00,96.23
2861.00,96.30
2860.00,96.38
2859.00,96.45
2858.00,96.51
2857.00,96.57
2856.00,96.62
2855.00,96.68
2854.00,96.73
2853.00,96.78
2852.00,96.82
2851.00,96.87
2850.00,96.93
2849.00,96.98
2848.00,97.03
2847.00,97.07
2846.00,97.11
2845.00,97.15
2844.00,97.19
2843.00,97.22
2842.00,97.26
2841.00,97.29
2840.00,97.33
2839.00,97.36
2838.00,97.38
2837.00,97.41
2836.00,97.43
2835.00,97.45
2834.00,97.47
2833.00,97.49
2832.00,97.51
2831.00,97.53
2830.00,97.56
2829.00,97.58
2828.00,97.60
2827.00,97.63
2826.00,97.65
2825.00,97.68
2824.00,97.70
2823.00,97.72
2822.00,97.74
2821.00,97.76
2820.00,97.78
2819.00,97.81
2818.00,97.83
2817.00,97.86
2816.00,97.88
2815.00,97.90
2814.00,97.92
2813.00,97.95
2812.00,97.97
2811.00,97.99
2810.00,98.01
2809.00,98.03
2808.00,98.05
2807.00,98.06
2806.00,98.08
2805.00,98.09
2804.00,98.11
2803.00,98.12
2802.00,98.14
2801.00,98.16
2800.00,98.19
2799.00,98.21
2798.00,98.23
2797.00,98.24
2796.00,98.25
2795.00,98.26
2794.00,98.28
2793.00,98.29
2792.00,98.31
2791.00,98.33
2790.00,98.34
2789.00,98.36
2788.00,98.36
2787.00,98.37
2786.00,98.38
2785.00,98.39
2784.00,98.40
2783.00,98.41
2782.00,98.42
2781.00,98.44
2780.00,98.45
2779.00,98.46
2778.00,98.48
2777.00,98.49
2776.00,98.50
2775.00,98.51
2774.00,98.52
2773.00,98.52
2772.00,98.52
2771.00,98.53
2770.00,98.53
2769.00,98.54
2768.00,98.55
2767.00,98.56
2766.00,98.57
2765.00,98.57
2764.00,98.58
2763.00,98.59
2762.00,98.60
2761.00,98.61
2760.00,98.62
2759.00,98.63
2758.00,98.64
2757.00,98.65
2756.00,98.65
2755.00,98.66
2754.00,98.67
2753.00,98.68
2752.00,98.69
2751.00,98.70
2750.00,98.71
2749.00,98.72
2748.00,98.72
2747.00,98.73
2746.00,98.73
2745.00,98.73
2744.00,98.73
2743.00,98.74
2742.00,98.74
2741.00,98.75
2740.00,98.75
2739.00,98.76
2738.00,98.76
2737.00,98.77
2736.00,98.78
2735.00,98.78
2734.00,98.79
2733.00,98.80
2732.00,98.80
2731.00,98.81
2730.00,98.81
2729.00,98.82
2728.00,98.83
2727.00,98.84
2726.00,98.85
2725.00,98.86
2724.00,98.86
2723.00,98.87
2722.00,98.87
2721.00,98.88
2720.00,98.88
2719.00,98.88
2718.00,98.89
2717.00,98.90
2716.00,98.90
2715.00,98.91
2714.00,98.91
2713.00,98.92
2712.00,98.93
2711.00,98.93
2710.00,98.94
2709.00,98.94
2708.00,98.95
2707.00,98.95
2706.00,98.96
2705.00,98.96
2704.00,98.97
2703.00,98.97
2702.00,98.97
2701.00,98.98
2700.00,98.98
2699.00,98.98
2698.00,98.99
2697.00,98.99
2696.00,98.99
2695.00,98.99
2694.00,98.99
2693.00,99.00
2692.00,99.00
2691.00,99.00
2690.00,99.01
2689.00,99.01
2688.00,99.01
2687.00,99.01
2686.00,99.01
2685.00,99.01
2684.00,99.01
2683.00,99.01
2682.00,99.02
2681.00,99.02
2680.00,99.02
2679.00,99.03
2678.00,99.03
2677.00,99.03
2676.00,99.03
2675.00,99.03
2674.00,99.03
2673.00,99.03
2672.00,99.02
2671.00,99.02
2670.00,99.02
2669.00,99.02
2668.00,99.01
2667.00,99.01
2666.00,99.01
2665.00,99.01
2664.00,99.01
2663.00,99.01
2662.00,99.02
2661.00,99.02
2660.00,99.03
2659.00,99.03
