Created as New Dataset,Sample 003 By FTIR User 2.0 Date Friday, March 01 2024
cm-1,%T
2929.00,89.70
2928.00,89.76
2927.00,89.82
2926.00,89.88
2925.00,89.94
2924.00,90.01
2923.00,90.06
2922.00,90.12
2921.00,90.17
2920.00,90.23
2919.00,90.27
2918.00,90.32
2917.00,90.37
2916.00,90.41
2915.00,90.45
2914.00,90.48
2913.00,90.51
2912.00,90.54
2911.00,90.57
2910.00,90.59
2909.00,90.62
2908.00,90.65
2907.00,90.67
2906.00,90.70
2905.00,90.72
2904.00,90.74
2903.00,90.75
2902.00,90.77
2901.00,90.79
2900.00,90.80
2899.00,90.82
2898.00,90.83
2897.00,90.84
2896.00,90.85
2895.00,90.86
2894.00,90.88
2893.00,90.89
2892.00,90.91
2891.00,90.93
2890.00,90.94
2889.00,90.97
2888.00,91.00
2887.00,91.03
2886.00,91.06
2885.00,91.09
2884.00,91.12
2883.00,91.16
2882.00,91.20
2881.00,91.24
2880.00,91.29
2879.00,91.33
2878.00,91.38
2877.00,91.43
2876.00,91.48
2875.00,91.53
2874.00,91.57
2873.00,91.61
2872.00,91.65
2871.00,91.69
2870.00,91.73
2869.00,91.77
2868.00,91.81
2867.00,91.85
2866.00,91.89
2865.00,91.93
2864.00,91.96
2863.00,91.99
2862.00,92.03
2861.00,92.06
2860.00,92.10
2859.00,92.13
2858.00,92.17
2857.00,92.20
2856.00,92.23
2855.00,92.26
2854.00,92.29
2853.00,92.32
2852.00,92.35
2851.00,92.39
2850.00,92.42
2849.00,92.46
2848.00,92.48
2847.00,92.51
2846.00,92.53
2845.00,92.56
2844.00,92.59
2843.00,92.62
2842.00,92.65
2841.00,92.68
2840.00,92.72
2839.00,92.75
2838.00,92.77
2837.00,92.79
2836.00,92.81
2835.00,92.84
2834.00,92.86
2833.00,92.88
2832.00,92.91
2831.00,92.93
2830.00,92.96
2829.00,92.98
2828.00,93.01
2827.00,93.04
2826.00,93.06
2825.00,93.09
2824.00,93.11
2823.00,93.13
2822.00,93.15
2821.00,93.18
2820.00,93.20
2819.00,93.22
2818.00,93.24
2817.00,93.27
2816.00,93.29
2815.00,93.31
2814.00,93.33
2813.00,93.35
2812.00,93.38
2811.00,93.40
2810.00,93.42
2809.00,93.44
2808.00,93.45
2807.00,93.47
2806.00,93.49
2805.00,93.51
2804.00,93.53
2803.00,93.54
2802.00,93.56
2801.00,93.58
2800.00,93.60
2799.00,93.62
2798.00,93.64
2797.00,93.66
2796.00,93.67
2795.00,93.69
2794.00,93.70
2793.00,93.72
2792.00,93.75
2791.00,93.76
2790.00,93.78
2789.00,93.79
2788.00,93.80
2787.00,93.81
2786.00,93.83
2785.00,93.84
2784.00,93.85
2783.00,93.87
2782.00,93.88
2781.00,93.90
2780.00,93.91
2779.00,93.93
2778.00,93.94
2777.00,93.96
2776.00,93.98
2775.00,93.99
2774.00,94.00
2773.00,94.02
2772.00,94.03
2771.00,94.04
2770.00,94.05
2769.00,94.06
2768.00,94.07
2767.00,94.09
2766.00,94.10
2765.00,94.11
2764.00,94.13
2763.00,94.14
2762.00,94.15
2761.00,94.16
2760.00,94.17
2759.00,94.18
2758.00,94.19
2757.00,94.21
2756.00,94.22
2755.00,94.23
2754.00,94.23
2753.00,94.25
2752.00,94.26
2751.00,94.27
2750.00,94.28
2749.00,94.29
2748.00,94.31
2747.00,94.32
2746.00,94.32
2745.00,94.33
2744.00,94.34
2743.00,94.35
2742.00,94.36
2741.00,94.37
2740.00,94.38
2739.00,94.39
2738.00,94.40
2737.00,94.41
2736.00,94.42
2735.00,94.43
2734.00,94.43
2733.00,94.44
2732.00,94.45
2731.00,94.47
2730.00,94.48
2729.00,94.49
2728.00,94.50
2727.00,94.51
2726.00,94.52
2725.00,94.53
2724.00,94.54
2723.00,94.54
2722.00,94.55
2721.00,94.56
2720.00,94.57
2719.00,94.58
2718.00,94.59
2717.00,94.59
2716.00,94.61
2715.00,94.61
2714.00,94.62
2713.00,94.63
2712.00,94.64
2711.00,94.64
2710.00,94.65
2709.00,94.66
2708.00,94.67
2707.00,94.68
2706.00,94.69
2705.00,94.70
2704.00,94.71
2703.00,94.71
2702.00,94.72
2701.00,94.73
2700.00,94.73
2699.00,94.74
2698.00,94.75
2697.00,94.75
2696.00,94.76
2695.00,94.77
2694.00,94.77
2693.00,94.78
2692.00,94.78
2691.00,94.79
2690.00,94.80
2689.00,94.80
2688.00,94.81
2687.00,94.82
2686.00,94.82
2685.00,94.83
2684.00,94.83
2683.00,94.84
2682.00,94.84
2681.00,94.85
2680.00,94.86
2679.00,94.86
2678.00,94.87
2677.00,94.87
2676.00,94.88
2675.00,94.89
2674.00,94.89
2673.00,94.90
2672.00,94.91
2671.00,94.91
2670.00,94.91
2669.00,94.92
2668.00,94.92
2667.00,94.93
2666.00,94.93
2665.00,94.94
2664.00,94.95
2663.00,94.96
2662.00,94.96
2661.00,94.97
2660.00,94.98
2659.00,94.98
2658.00,94.99
2657.00,95.00
2656.00,95.01
2655.00,95.01
2654.00,95.02
2653.00,95.02
2652.00,95.03
2651.00,95.03
2650.00,95.04
2649.00,95.05
2648.00,95.05
2647.00,95.06
2646.00,95.07
2645.00,95.07
2644.00,95.08
2643.00,95.09
2642.00,95.09
2641.00,95.09
2640.00,95.10
2639.00,95.10
2638.00,95.11
2637.00,95.12
2636.00,95.12
2635.00,95.13
2634.00,95.13
2633.00,95.14
2632.00,95.15
2631.00,95.15
2630.00,95.16
2629.00,95.16
2628.00,95.17
2627.00,95.17
2626.00,95.18
2625.00,95.18
2624.00,95.19
2623.00,95.19
2622.00,95.19
2621.00,95.20
2620.00,95.20
2619.00,95.20
2618.00,95.21
2617.00,95.21
2616.00,95.22
2615.00,95.23
2614.00,95.23
2613.00,95.24
2612.00,95.25
2611.00,95.25
2610.00,95.25
2609.00,95.25
2608.00,95.26
2607.00,95.26
2606.00,95.27
2605.00,95.27
2604.00,95.28
2603.00,95.28
2602.00,95.28
2601.00,95.28
2600.00,95.29
2599.00,95.29
2598.00,95.29
2597.00,95.30
2596.00,95.30
2595.00,95.31
2594.00,95.31
2593.00,95.31
2592.00,95.31
2591.00,95.31
2590.00,95.31
2589.00,95.32
2588.00,95.32
2587.00,95.32
2586.00,95.32
2585.00,95.32
2584.00,95.33
2583.00,95.33
2582.00,95.33
2581.00,95.34
2580.00,95.35
2579.00,95.35
2578.00,95.35
2577.00,95.35
2576.00,95.36
2575.00,95.35
2574.00,95.35
2573.00,95.36
2572.00,95.36
2571.00,95.36
2570.00,95.36
2569.00,95.37
2568.00,95.37
2567.00,95.38
2566.00,95.38
2565.00,95.38
2564.00,95.38
2563.00,95.38
2562.00,95.38
2561.00,95.39
2560.00,95.39
2559.00,95.39
2558.00,95.38
2557.00,95.39
2556.00,95.39
2555.00,95.39
2554.00,95.39
2553.00,95.39
2552.00,95.40
2551.00,95.40
2550.00,95.40
2549.00,95.40
2548.00,95.41
2547.00,95.41
2546.00,95.41
2545.00,95.41
2544.00,95.41
2543.00,95.41
2542.00,95.40
2541.00,95.40
2540.00,95.41
2539.00,95.41
2538.00,95.41
2537.00,95.41
2536.00,95.42
2535.00,95.42
2534.00,95.42
2533.00,95.42
2532.00,95.43
2531.00,95.43
2530.00,95.43
2529.00,95.43
2528.00,95.43
2527.00,95.43
2526.00,95.42
2525.00,95.42
2524.00,95.42
2523.00,95.42
2522.00,95.42
2521.00,95.42
2520.00,95.42
2519.00,95.43
2518.00,95.43
2517.00,95.44
2516.00,95.44
2515.00,95.44
2514.00,95.44
2513.00,95.44
2512.00,95.44
2511.00,95.44
2510.00,95.44
2509.00,95.44
2508.00,95.45
2507.00,95.45
2506.00,95.45
2505.00,95.45
2504.00,95.45
2503.00,95.44
2502.00,95.44
2501.00,95.44
2500.00,95.45
2499.00,95.45
2498.00,95.45
2497.00,95.46
2496.00,95.46
2495.00,95.46
2494.00,95.46
2493.00,95.46
2492.00,95.47
2491.00,95.46
2490.00,95.46
2489.00,95.46
2488.00,95.46
2487.00,95.46
2486.00,95.46
2485.00,95.46
2484.00,95.47
2483.00,95.47
2482.00,95.47
2481.00,95.47
2480.00,95.47
2479.00,95.47
2478.00,95.46
2477.00,95.47
