frame_index,centroid_1_x,centroid_1_y,centroid_2_x,centroid_2_y,centroid_3_x,centroid_3_y,centroid_4_x,centroid_4_y,centroid_5_x,centroid_5_y,centroid_6_x,centroid_6_y,centroid_7_x,centroid_7_y,centroid_8_x,centroid_8_y
159,223.5,377.38977,246.0,376.91614,225.5,413.19208,246.0,414.25333,227.0,498.88034,245.0,496.91357,226.5,535.97876,244.0,535.99536
160,223.5,377.5966,246.0,377.15588,225.5,413.37833,246.0,414.41272,227.0,499.0466,245.0,497.05127,226.5,536.14844,244.0,536.2017
161,223.5,377.57053,246.0,377.13467,225.5,413.31595,246.0,414.3842,227.0,499.02597,245.0,497.0218,226.5,536.1328,244.0,536.163
162,223.5,377.52106,246.0,377.07208,225.5,413.3191,246.0,414.3761,227.0,498.99588,245.0,497.01932,226.5,536.0692,244.0,536.08856
163,223.5,377.5512,246.0,377.05524,225.5,413.32553,246.0,414.3682,227.0,498.9923,245.0,497.00348,226.5,536.09186,244.0,536.1144
164,223.5,377.55637,246.0,377.08347,225.5,413.33527,246.0,414.3766,227.0,498.98996,245.0,496.9896,226.5,536.10675,244.0,536.12225
165,223.5,377.5867,246.0,377.13733,225.5,413.3232,246.0,414.39285,227.0,498.997,245.0,496.98605,226.5,536.11194,244.0,536.1422
166,223.5,377.63748,246.0,377.09094,225.5,413.34018,246.0,414.39017,227.0,499.0043,245.0,496.9957,226.5,536.10535,244.0,536.149
167,223.5,377.63644,246.0,377.07758,225.5,413.34662,246.0,414.3989,227.0,498.97366,245.0,496.9833,226.5,536.1055,244.0,536.1347
168,223.5,377.63522,246.0,377.07788,225.5,413.3761,246.0,414.40997,227.0,498.98285,245.0,496.9697,226.5,536.10297,244.0,536.1406
169,223.5,377.5927,246.0,377.07056,225.5,413.36652,246.0,414.388,227.0,498.9456,245.0,496.90424,226.5,536.0533,244.0,536.085
170,223.5,377.5578,246.0,377.05408,225.5,413.33414,246.0,414.39352,227.0,498.9439,245.0,496.85782,226.5,536.03973,244.0,536.043
171,223.5,377.535,246.0,377.08377,225.5,413.33286,246.0,414.40247,227.0,498.95868,245.0,496.93573,226.5,536.0243,244.0,536.05566
172,223.5,377.54132,246.0,377.05524,225.5,413.3483,246.0,414.41458,227.0,498.959,245.0,496.89496,226.5,536.032,244.0,536.0623
173,223.5,377.55453,246.0,377.04425,225.5,413.3473,246.0,414.4144,227.0,498.94196,245.0,496.89478,226.5,536.02423,244.0,536.07086
174,223.5,377.47147,246.0,376.9297,225.5,413.23782,246.0,414.3432,227.0,498.9017,245.0,496.84497,226.5,535.9367,244.0,535.99054
175,223.5,377.74844,246.0,377.17264,225.5,413.454,246.0,414.50693,227.0,499.08276,245.0,497.03128,226.5,536.1664,244.0,536.1986
176,223.5,377.62476,246.0,377.08035,225.5,413.3532,246.0,414.4572,227.0,498.9391,245.0,496.98062,226.5,536.07153,244.0,536.1516
177,223.5,377.5166,246.0,376.981,225.5,413.28198,246.0,414.31644,227.0,498.8849,245.0,496.79926,226.5,535.92255,244.0,535.9665
178,223.5,377.49973,246.0,376.9806,225.5,413.2898,246.0,414.3439,227.0,498.89703,245.0,496.79022,226.5,535.9338,244.0,535.96954
